FALIS 38-57-27.570N 093-46-26.320W
FALIX 35-03-39.750N 090-04-23.790W
FALKO 38-11-06.690N 077-26-33.330W
FALLN 43-17-14.940N 076-18-16.900W
FALLO 43-00-34.390N 112-31-38.140W
FALLT 33-58-12.240N 118-04-50.040W
FALLZ 41-04-17.290N 074-07-30.240W
FALMA 41-22-22.160N 071-10-16.250W
FALMO 43-43-46.120N 070-20-18.680W
FALON 39-49-00.730N 074-06-37.800W
FALOT 34-47-46.440N 096-40-19.090W
FALOW 35-09-52.100N 079-28-50.500W
FALRA 42-24-07.060N 088-22-21.210W
FALSE 29-57-04.500N 094-28-02.110W
FALSU 42-47-12.650N 085-29-52.590W
FALZA 42-42-40.840N 071-36-53.670W
FALZU 48-13-05.870N 099-54-04.640W
FAMAN 47-19-49.060N 122-18-32.120W
FAMCI 44-45-34.860N 070-09-32.660W
FAMES 33-37-53.340N 084-06-36.740W
FAMIG 33-38-48.320N 084-29-15.220W
FAMIN 25-35-08.250N 080-50-18.080W
FAMIS 44-26-25.700N 088-14-22.400W
FAMLI 42-46-44.340N 084-42-10.240W
FAMMA 41-00-35.680N 073-40-54.790W
FAMMS 46-23-30.060N 096-42-08.150W
FAMOK 30-04-24.760N 085-33-31.970W
FAMOS 35-37-57.040N 119-17-55.600W
FAMPA 36-15-35.270N 088-25-03.610W
FAMRU 38-00-58.740N 085-30-44.210W
FAMTA 38-23-26.490N 088-45-21.770W
FAMUL 29-21-44.430N 082-27-55.640W
FAMUT 39-53-47.890N 082-38-34.200W
FANCI 61-18-33.240N 164-48-54.810W
FANCO 42-39-16.240N 114-14-35.060W
FANCY 36-05-02.960N 096-08-33.840W
FANDR 37-19-59.260N 093-20-25.580W
FANDS 41-16-13.890N 112-03-12.640W
FANEE 41-24-14.100N 080-52-25.410W
FANEM 41-57-53.620N 077-02-00.620W
FANEN 32-24-25.710N 089-51-38.280W
FANFO 35-15-57.320N 089-59-26.790W
FANGG 42-54-46.650N 115-41-42.440W
FANGS 34-22-55.970N 089-21-59.170W
FANGU 42-05-38.820N 089-06-10.250W
FANGY 34-02-27.250N 118-09-11.910W
FANID 45-30-41.310N 113-26-40.370W
FANIE 43-12-01.320N 089-43-57.540W
FANIP 35-29-16.500N 094-17-44.400W
FANNY 31-30-48.630N 105-48-53.180W
FANOR 30-21-17.780N 087-21-52.140W
FANPI 41-46-14.450N 088-06-54.430W
FANSI 40-24-00.870N 077-33-28.530W
FANTI 41-52-43.780N 070-05-36.970W
FANTM 35-28-03.270N 093-33-51.310W
FANTO 21-44-00.000N 151-04-42.000W
FAPAN 29-50-14.940N 085-18-05.160W
FAPGI 39-37-44.930N 114-47-40.540W
FAPJU 41-23-55.660N 096-30-03.420W
FAPLO 60-51-57.290N 161-45-34.910W
FAPOL 44-48-59.460N 089-58-42.270W
FAPSA 40-46-54.660N 089-54-23.120W
FAPUR 41-39-19.130N 077-58-21.410W
FAPVU 47-43-19.520N 096-26-08.580W
FARAD 35-23-12.740N 085-25-34.680W
FARAN 41-17-43.520N 073-52-57.160W
FARAP 39-32-23.920N 083-17-43.430W
FARAT 29-07-55.630N 090-04-14.600W
FAREK 43-18-38.010N 077-38-59.710W
FAREL 30-34-49.340N 094-23-03.010W
FAREM 40-56-19.170N 085-59-03.780W
FARES 40-00-34.000N 074-56-09.300W
FARGE 41-17-03.300N 079-52-15.900W
FARGO 39-43-17.880N 089-46-09.260W
FARID 30-24-10.480N 085-43-47.320W
FARIS 38-50-13.150N 090-32-22.780W
FARLI 36-28-08.230N 083-03-29.200W
FARLL 39-41-23.930N 078-08-46.140W
FARLN 39-22-37.430N 081-50-54.570W
FARLY 31-59-16.840N 102-19-30.230W
FARME 66-56-42.270N 161-32-09.000W
FARMM 42-20-09.580N 088-21-33.920W
FARMR 39-24-32.630N 090-44-23.190W
FARMU 30-24-47.000N 091-00-20.240W
FARMY 42-15-55.290N 103-00-53.340W
FAROR 30-13-13.280N 088-59-37.630W
FAROW 38-00-10.490N 091-27-05.330W
FARRA 37-41-46.150N 123-00-55.390W
FARRY 46-14-58.220N 094-38-06.920W
FARSI 41-20-27.880N 080-21-58.990W
FARUB 44-06-38.970N 086-07-45.110W
FARUS 41-11-56.010N 096-07-01.380W
FARYL 29-12-48.350N 100-37-19.300W
FASAG 29-16-24.590N 099-41-22.510W
FASAP 44-37-34.360N 093-26-14.000W
FASDI 41-54-09.740N 087-48-12.210W
FASEL 47-00-00.000N 132-08-00.000W
FASEN 39-22-37.530N 074-38-05.650W
FASEX 44-52-17.000N 089-41-52.190W
FASHE 39-07-56.600N 090-15-34.530W
FASHU 30-07-44.210N 096-21-30.460W
FASOD 39-44-13.650N 119-49-50.390W
FASOK 45-49-04.660N 108-25-04.350W
FASRA 33-29-45.910N 101-37-17.990W
FATED 34-53-38.100N 080-46-57.670W
FATES 45-00-49.340N 093-02-19.050W
FATEX 31-41-24.670N 082-29-45.010W
FATHM 37-47-51.830N 122-47-32.230W
FATIN 64-06-23.790N 147-05-22.840W
FATKI 39-19-55.350N 084-24-43.740W
FATMU 57-06-05.870N 170-31-07.540W
FATOG 42-54-56.160N 085-17-59.000W
FATOM 37-30-48.530N 075-58-32.770W
FATON 40-12-27.410N 073-02-21.530W
FATOR 26-19-36.520N 098-22-36.590W
FATOX 40-48-04.340N 087-11-45.470W
FATPI 38-29-49.310N 091-58-01.770W
FATRE 48-48-27.130N 103-06-54.140W
FATSO 29-41-23.990N 089-47-04.460W
FATSY 39-30-05.270N 085-10-59.770W
FATTI 37-01-49.380N 076-39-02.200W
FATTS 35-52-25.210N 083-39-05.620W
FATTY 29-21-30.000N 082-04-14.000W
FATVO 35-58-12.540N 076-41-49.090W
FATYO 33-05-26.570N 102-14-25.470W
FAUCE 39-33-34.800N 097-09-07.350W
FAULT 42-59-06.710N 077-21-38.580W
FAUST 29-43-17.000N 097-57-08.600W
FAVAX 47-17-34.540N 122-16-15.080W
FAVDU 47-26-26.030N 122-32-48.580W
FAVEK 41-31-10.650N 111-46-37.850W
FAVER 64-28-03.360N 146-55-42.280W
FAVGA 07-22-09.970N 134-27-01.770E
FAVJY 38-37-14.990N 107-54-21.830W
FAVLO 29-37-51.730N 095-17-39.240W
FAVLU 41-47-23.650N 087-42-29.900W
FAVNI 29-12-33.960N 100-41-28.410W
FAVOV 38-44-47.300N 078-24-50.920W
FAVRE 44-34-44.870N 088-08-01.760W
FAVRR 38-50-48.610N 082-58-53.600W
FAVUR 40-24-53.820N 111-52-43.050W
FAVXE 40-47-59.810N 077-56-01.810W
FAWCI 34-10-36.640N 098-59-22.170W
FAWDA 32-28-53.360N 091-46-21.030W
FAWMU 33-40-53.140N 079-13-52.690W
FAWNE 38-10-02.390N 121-57-45.860W
FAWNS 44-59-36.440N 074-05-25.180W
FAWPE 30-01-25.110N 090-22-21.360W
FAXBO 33-20-14.960N 104-37-16.490W
FAXDO 32-21-35.600N 094-13-36.070W
FAXIN 42-14-17.860N 077-10-22.330W
FAXKI 36-34-00.150N 076-31-39.420W
FAXKY 37-37-59.430N 087-20-18.010W
FAXXI 41-08-46.600N 080-10-33.300W
FAYAS 43-25-22.740N 084-16-57.490W
FAYEE 33-55-46.730N 091-34-14.730W
FAYES 38-02-54.400N 103-55-46.120W
FAYET 43-07-39.540N 075-56-31.400W
FAYEZ 33-00-38.930N 086-12-34.790W
FAYGO 35-12-19.290N 078-29-22.720W
FAYJI 39-33-46.810N 097-20-48.520W
FAYNE 43-12-12.440N 091-31-31.680W
FAYRO 40-58-08.530N 078-09-32.740W
FAYXU 61-25-12.010N 159-19-17.460W
FAZED 39-55-26.830N 097-40-05.950W
FAZEL 32-56-17.650N 085-02-01.000W
FAZIP 40-05-46.940N 080-58-29.630W
FBURG 30-57-32.720N 097-26-26.510W
FCTRY 37-41-01.230N 097-13-03.040W
FEARR 34-21-16.510N 077-56-33.800W
FEARS 28-45-36.000N 132-45-35.500W
FEAST 40-57-38.190N 072-08-05.720W
FEBES 43-30-08.320N 116-02-19.050W
FEBKY 40-52-48.480N 093-41-37.250W
FEBUS 46-53-58.820N 119-52-13.780W
FEBWO 41-17-29.070N 079-27-04.930W
FEBYI 30-31-07.470N 097-33-28.270W
FECFE 38-43-39.220N 092-15-45.480W
FECUT 36-11-47.310N 086-18-56.160W
FECXI 41-10-19.610N 092-21-46.540W
FECYE 40-08-34.730N 109-54-37.650W
FEDAG 43-57-17.140N 102-52-02.760W
FEDFI 40-16-29.620N 111-56-25.870W
FEDRA 38-02-44.410N 085-06-01.980W
FEDRI 37-05-29.220N 076-33-25.220W
FEEGS 43-43-57.310N 091-47-30.740W
FEELD 29-54-08.920N 095-12-20.070W
FEELS 28-37-44.240N 099-06-54.910W
FEELY 35-04-44.840N 077-05-24.590W
FEERY 36-28-23.130N 092-22-01.970W
FEFEE 34-16-39.570N 085-08-37.930W
FEFEP 30-18-32.530N 096-23-24.490W
FEFOX 41-40-43.780N 071-21-52.460W
FEFTU 71-11-03.540N 157-18-15.780W
FEGAN 40-14-11.260N 074-11-43.170W
FEGAW 36-15-41.540N 099-25-10.880W
FEGFO 42-03-13.240N 092-10-45.870W
FEGOB 34-39-59.510N 079-09-21.730W
FEGOZ 39-34-03.970N 076-26-55.980W
FEGUC 35-27-43.700N 095-11-41.410W
FEGZI 39-53-32.570N 094-24-20.290W
FEHDU 41-37-41.520N 074-43-15.940W
FEHDY 34-04-53.900N 082-42-36.620W
FEHEH 35-07-03.350N 095-11-47.520W
FEHEV 41-11-23.990N 095-41-11.160W
FEHLO 42-40-08.590N 076-38-32.500W
FEHXE 34-29-27.600N 092-14-45.820W
FEICK 42-37-05.570N 114-08-29.170W
FEILL 39-23-26.640N 114-48-56.010W
FEKAF 33-40-57.900N 090-10-56.870W
FEKIL 33-54-54.890N 118-37-06.610W
FEKKY 46-44-13.950N 096-16-44.350W
FEKWU 41-36-31.760N 071-20-26.350W
FELAX 41-30-40.940N 085-16-00.380W
FELCE 44-10-41.550N 120-58-52.250W
FELDI 41-49-22.620N 112-06-47.820W
FELDT 35-47-04.200N 076-34-37.470W
FELEX 29-43-59.360N 085-14-00.040W
FELID 37-20-28.160N 095-40-32.110W
FELIX 35-50-00.750N 069-23-57.640W
FELKA 43-16-36.020N 072-57-38.960W
FELLO 41-41-31.610N 081-17-11.300W
FELMO 42-06-42.360N 079-09-02.720W
FELPO 38-15-02.180N 083-51-15.770W
FELRI 37-01-28.600N 108-10-46.150W
FELTO 33-57-48.760N 085-20-56.930W
FELTS 44-41-42.240N 089-37-36.560W
FELTZ 32-48-06.340N 097-01-49.780W
FELUR 39-23-25.810N 094-40-36.100W
FELUX 42-14-24.040N 087-37-46.330W
FELYA 33-08-20.700N 080-05-00.170W
FEMAZ 34-29-57.000N 091-27-59.360W
FEMEL 28-56-39.420N 095-55-13.380W
FEMHA 42-31-08.680N 092-30-43.600W
FEMIL 38-46-16.840N 094-21-13.630W
FEMME 29-14-19.080N 090-11-44.720W
FEMQU 39-11-56.770N 082-28-37.600W
FEMTE 34-22-47.370N 081-34-32.590W
FENBE 41-34-19.460N 096-10-30.010W
FENCE 28-47-13.100N 096-50-22.150W
FENDO 42-59-31.060N 084-07-58.490W
FENDS 29-56-52.700N 095-20-03.530W
FENLO 51-57-19.470N 176-26-08.270W
FENLU 39-55-20.590N 083-41-07.340W
FENON 36-42-50.960N 104-49-06.520W
FENSE 03-30-00.000N 162-15-42.000E
FENTO 30-20-52.410N 092-55-34.160W
FENTS 34-09-13.940N 084-35-32.920W
FEORI 40-18-45.250N 074-49-28.450W
FEPHY 31-45-52.170N 097-03-58.330W
FEPID 32-43-56.440N 080-07-38.660W
FEPLY 08-40-04.170N 167-33-43.550E
FEPUP 42-01-43.480N 087-58-34.600W
FERAC 44-11-19.520N 093-00-57.920W
FERBI 42-59-18.120N 106-42-37.140W
FERDI 46-08-47.890N 116-22-06.120W
FERED 35-30-06.270N 089-43-37.680W
FERER 34-11-52.430N 111-47-38.100W
FERET 33-47-53.400N 097-34-09.960W
FERGI 38-58-29.910N 077-09-56.170W
FERGU 15-01-48.520N 145-47-43.580E
FERIS 43-40-02.680N 085-35-02.470W
FERJO 38-54-35.480N 077-20-59.230W
FERME 34-44-17.360N 092-13-04.970W
FERMI 44-07-32.580N 103-06-50.420W
FERMO 32-37-13.870N 096-47-41.860W
FERMY 33-43-59.460N 118-13-09.040W
FERNE 37-35-37.360N 122-00-03.550W
FERNI 31-15-16.330N 090-30-37.550W
FERNS 43-01-53.050N 071-29-00.740W
FERNY 38-09-11.680N 085-36-43.780W
FERON 58-14-02.820N 134-18-32.350W
FERRA 33-05-28.400N 097-43-59.870W
FERRN 35-55-55.950N 088-10-10.400W
FERTH 32-00-00.850N 102-20-06.260W
FERTI 43-12-12.440N 093-33-33.150W
FESJY 32-59-03.220N 079-48-24.990W
FESKI 39-28-34.630N 097-09-16.360W
FESKO 40-30-31.170N 117-38-53.070W
FESRI 39-25-17.720N 082-11-05.730W
FESTA 29-58-39.420N 095-08-43.980W
FESTI 39-54-58.780N 074-59-43.400W
FESYU 39-14-35.130N 077-37-46.050W
FETBY 34-42-19.660N 081-10-36.910W
FETCH 41-12-01.450N 080-35-46.340W
FETIP 32-53-47.560N 079-52-46.120W
FETKO 42-58-58.170N 090-58-52.790W
FETNO 34-55-09.830N 078-26-55.800W
FETPA 38-03-42.660N 089-53-48.210W
FETUJ 45-37-04.850N 123-56-35.880W
FEVAC 43-23-18.780N 090-23-49.170W
FEVER 32-20-24.940N 097-39-44.190W
FEVMA 29-32-22.310N 082-23-53.930W
FEWER 34-18-39.440N 086-43-17.390W
FEXGO 40-40-13.000N 069-13-46.800W
FEYFO 26-15-34.830N 080-14-10.930W
FEYJA 40-46-36.470N 075-52-22.770W
FEYKO 38-08-47.130N 075-41-36.660W
FEYLI 34-25-55.110N 082-41-50.310W
FEYNE 43-37-07.690N 088-38-58.960W
FEYPU 40-45-26.420N 080-26-41.280W
FEZCO 35-16-28.960N 106-38-10.190W
FEZCU 29-36-22.630N 084-53-29.780W
FEZEK 31-47-00.000N 134-12-00.000W
FEZFY 38-53-58.100N 092-10-35.010W
FEZIC 34-35-27.310N 079-48-20.800W
FEZSS 12-12-54.000N 148-57-36.000E
FEZTY 43-23-55.910N 088-41-27.390W
FIANC 38-11-30.070N 078-59-12.240W
FIBEE 13-34-49.300N 144-57-51.860E
FIBER 33-37-42.490N 087-16-54.000W
FIBES 43-20-49.170N 114-11-30.910W
FIBEX 64-59-43.720N 147-31-55.120W
FIBIN 43-08-18.370N 083-37-59.180W
FIBKE 37-02-22.070N 084-41-26.500W
FIBNO 35-24-21.970N 108-31-36.960W
FIBOX 33-32-26.450N 105-15-27.330W
FIBUS 29-04-42.440N 082-13-22.520W
FICCU 31-37-06.640N 099-03-01.030W
FICFY 33-13-30.200N 081-26-49.900W
FICHU 37-57-36.970N 120-25-44.100W
FICKY 31-33-27.380N 121-23-30.470W
FIDAK 41-58-08.840N 087-50-04.500W
FIDAL 60-44-02.590N 146-26-00.120W
FIDDL 36-33-48.650N 085-47-53.240W
FIDDO 36-42-25.030N 120-55-16.070W
FIDDS 35-57-02.790N 086-45-06.360W
FIDDY 38-48-01.890N 121-23-32.130W
FIDGE 34-00-47.260N 117-38-11.700W
FIDLE 39-36-58.940N 106-31-47.340W
FIDLY 35-06-40.660N 097-13-11.100W
FIDON 42-09-33.760N 076-43-18.100W
FIELD 41-48-11.960N 112-00-11.510W
FIENE 40-47-30.350N 075-30-57.910W
FIETR 61-30-12.020N 149-48-52.710W
FIFFE 47-13-49.190N 122-29-23.740W
FIFFY 32-45-03.480N 097-37-27.420W
FIFIV 33-12-17.800N 081-20-00.600W
FIFMU 28-10-46.580N 080-51-11.920W
FIFTI 61-15-00.000N 150-19-49.350W
FIGAM 30-10-55.000N 085-44-36.850W
FIGEK 34-38-49.030N 089-04-17.020W
FIGEL 38-22-42.710N 088-31-26.140W
FIGGS 35-30-37.220N 094-07-56.030W
FIGGY 30-19-00.390N 081-42-59.160W
FIGHT 43-41-02.240N 099-04-56.430W
FIGLY 34-02-46.540N 088-47-32.100W
FIGMO 31-35-26.770N 105-22-54.740W
FIGNU 28-08-05.720N 097-43-46.730W
FIGSA 40-34-23.450N 075-13-36.460W
FIGUX 39-27-11.880N 083-21-35.960W
FIHNU 30-46-09.360N 097-40-18.800W
FIHVY 15-08-02.350N 145-49-34.500E
FIIAT 68-12-34.430N 151-34-44.580W
FIJEC 31-39-33.780N 094-07-22.220W
FIJSI 29-40-36.360N 095-09-56.700W
FIJWE 33-00-59.980N 096-26-56.540W
FIKEL 30-10-17.430N 089-56-04.020W
FIKFE 29-05-19.180N 099-34-24.270W
FIKKA 35-54-42.730N 079-16-27.670W
FIKKO 29-36-59.300N 095-08-41.250W
FIKSY 33-42-12.690N 096-10-39.790W
FILAR 33-54-25.990N 118-48-54.380W
FILDO 42-02-36.120N 089-16-52.850W
FILES 38-43-37.150N 080-39-52.440W
FILIE 36-35-43.050N 097-54-52.160W
FILIS 32-31-31.160N 093-40-37.990W
FILIX 39-14-32.350N 077-13-59.910W
FILLI 33-51-17.890N 079-45-57.040W
FILLS 40-39-13.540N 091-19-33.980W
FILLY 44-08-00.470N 093-28-07.790W
FILMS 39-40-47.890N 086-44-07.380W
FILPO 41-53-56.240N 093-35-51.640W
FILPS 41-56-30.720N 074-23-42.830W
FILUP 41-33-59.580N 083-11-08.320W
FILWU 34-20-06.680N 080-30-35.490W
FIMNU 32-42-18.010N 109-27-44.260W
FIMOJ 39-09-33.950N 083-10-29.680W
FIMTA 40-02-54.460N 082-54-28.800W
FINBO 49-16-31.790N 116-01-32.010W
FINCH 38-08-59.540N 085-12-08.900W
FINEE 43-19-22.650N 084-40-38.070W
FINET 29-10-55.630N 090-03-59.900W
FINEY 43-03-13.420N 091-43-48.300W
FINGE 35-13-21.420N 080-55-52.140W
FINGL 42-45-23.740N 081-19-22.000W
FINGR 33-15-47.650N 096-20-01.790W
FINIT 39-55-36.000N 072-33-48.000W
FINKE 39-08-52.610N 080-39-29.350W
FINKS 38-30-26.820N 078-59-55.050W
FINLE 32-40-56.260N 116-59-38.700W
FINNE 33-14-03.670N 084-23-55.200W
FINNY 30-38-41.040N 089-59-25.410W
FINZR 41-39-04.970N 088-15-01.710W
FIPAJ 34-39-48.070N 082-48-25.250W
FIPFE 45-23-15.930N 114-05-02.920W
FIPID 26-03-56.250N 080-06-13.740W
FIPKI 33-25-29.250N 102-07-51.680W
FIQMO 33-13-50.510N 107-15-59.190W
FIQYU 44-18-25.830N 120-54-35.020W
FIRES 20-19-25.370N 156-56-09.500W
FIRIT 33-45-25.260N 079-55-10.840W
FIRKU 32-31-29.760N 093-40-38.680W
FIRME 41-54-06.460N 083-01-45.980W
FIROB 40-26-06.820N 112-04-15.630W
FIROL 29-30-39.820N 100-45-45.820W
FIRPE 18-26-44.720N 066-11-23.770W
FISCH 34-47-36.810N 118-16-29.550W
FISER 44-04-30.700N 073-03-44.150W
FISHE 21-46-38.010N 155-32-07.970W
FISHH 61-02-34.720N 160-36-11.220W
FISHR 40-37-34.310N 089-33-45.140W
FISHY 28-42-33.080N 081-21-05.510W
FISKE 43-57-16.210N 088-41-06.670W
FISKI 47-26-50.010N 117-08-27.410W
FISKK 46-09-05.020N 124-02-51.150W
FISKU 42-47-17.590N 083-37-35.290W
FISRR 41-15-18.640N 071-56-59.990W
FISSH 38-53-29.130N 074-23-02.240W
FISTA 42-34-18.680N 122-59-07.590W
FISTR 39-30-05.270N 106-46-01.590W
FISTY 30-59-26.180N 091-37-10.290W
FITAP 30-10-58.960N 094-23-33.040W
FITAS 45-03-54.000N 095-10-10.150W
FITER 29-10-56.320N 098-29-59.530W
FITES 20-47-40.400N 153-00-02.280W
FITIN 29-26-34.810N 095-25-42.160W
FITIR 39-18-12.260N 074-41-06.850W
FITLO 33-01-43.950N 080-20-47.970W
FITMA 46-42-20.710N 092-01-46.830W
FITMU 33-19-47.270N 117-10-06.900W
FITON 33-57-48.040N 118-07-59.940W
FITOP 45-48-42.500N 108-30-08.050W
FITOW 33-34-13.450N 117-29-16.000W
FITTS 30-55-39.850N 097-20-40.750W
FITTZ 32-09-05.120N 086-00-15.540W
FITUP 31-19-01.290N 092-32-29.630W
FITZY 42-51-51.100N 071-31-43.700W
FITZZ 32-47-10.930N 105-43-25.820W
FIVER 26-38-23.420N 081-56-22.830W
FIVES 38-00-42.170N 084-48-56.700W
FIVPA 33-15-25.270N 079-21-46.850W
FIWWI 67-10-18.190N 163-18-36.800W
FIXAB 41-13-04.780N 093-03-56.190W
FIXAR 33-25-40.840N 111-35-55.950W
FIXET 38-35-34.770N 077-04-16.320W
FIXIN 40-36-32.600N 073-47-36.060W
FIXLU 35-49-12.000N 115-12-28.000W
FIZBO 43-39-16.110N 070-18-26.370W
FIZEL 26-59-42.000N 138-12-18.000W
FLAAK 47-45-34.880N 121-26-56.830W
FLABB 35-53-53.920N 083-29-04.130W
FLABE 41-27-09.170N 087-14-16.400W
FLACK 37-14-41.200N 100-21-31.210W
FLADE 33-29-35.780N 086-07-39.600W
FLAER 34-51-24.800N 081-06-34.390W
FLAGG 39-32-22.400N 102-25-20.610W
FLAGS 29-33-39.440N 091-15-41.470W
FLAKE 13-24-10.340N 144-37-33.130E
FLAKY 28-28-39.940N 096-23-29.780W
FLAMM 33-19-24.560N 090-58-55.510W
FLAMS 43-28-15.590N 088-13-59.740W
FLANA 44-17-07.780N 088-22-45.080W
FLANC 33-45-44.300N 084-38-20.500W
FLAND 61-26-31.990N 150-20-49.690W
FLANK 39-42-30.620N 079-56-59.210W
FLANN 38-20-00.570N 069-56-57.880W
FLAPE 41-03-56.300N 071-04-10.550W
FLAPP 35-04-18.530N 078-49-17.710W
FLAPS 36-58-48.730N 076-22-36.200W
FLASH 14-13-00.000N 142-49-00.000E
FLATE 25-25-15.770N 080-28-11.980W
FLATT 33-39-01.380N 102-20-51.320W
FLATZ 26-12-45.200N 097-54-47.560W
FLAUN 39-46-14.650N 098-41-23.900W
FLAUR 45-48-07.350N 108-30-59.290W
FLAVN 44-27-43.790N 090-05-39.930W
FLAWS 37-11-49.320N 076-29-20.520W
FLEAT 38-07-02.210N 122-05-38.180W
FLECH 34-43-24.260N 098-07-07.960W
FLECK 32-22-51.880N 099-31-45.500W
FLEIG 42-39-13.870N 073-48-02.260W
FLEMS 41-00-35.460N 105-15-21.830W
FLENC 29-14-19.040N 090-15-10.470W
FLENR 36-56-44.270N 082-43-42.750W
FLESH 32-43-30.500N 092-14-01.890W
FLEXX 29-57-00.000N 140-23-00.000W
FLIBB 41-13-37.340N 072-25-20.190W
FLICK 41-24-06.280N 095-53-38.710W
FLICR 36-04-34.310N 114-51-05.110W
FLIER 32-43-07.280N 112-10-49.400W
FLIES 30-28-52.990N 098-32-56.200W
FLIKA 30-09-06.660N 095-33-58.740W
FLING 40-29-26.640N 074-53-08.370W
FLINN 31-16-00.280N 084-29-06.060W
FLINT 39-39-46.120N 078-33-00.050W
FLIPE 43-19-45.720N 083-58-36.710W
FLIPP 32-28-01.860N 096-19-53.650W
FLIPS 56-34-32.580N 134-52-46.970W
FLIRT 39-55-43.880N 076-42-14.410W
FLITE 40-23-04.240N 086-42-43.850W
FLITS 40-12-06.780N 074-50-14.890W
FLITT 20-02-36.070N 155-56-34.650W
FLLAG 40-40-53.790N 111-59-04.680W
FLNTF 39-26-44.840N 087-17-32.570W
FLOAT 40-25-47.750N 075-53-03.650W
FLOEE 38-58-15.920N 084-40-08.450W
FLOES 41-46-45.780N 080-41-10.220W
FLOID 30-43-24.260N 089-52-11.900W
FLOOD 38-20-24.010N 105-05-38.380W
FLOOR 43-23-33.420N 075-56-35.280W
FLOPP 33-54-57.870N 098-12-07.230W
FLOPS 35-42-13.320N 079-12-21.150W
FLORI 30-58-35.210N 071-02-28.110W
FLORY 38-40-53.480N 097-38-42.240W
FLOSI 41-32-36.700N 074-20-02.750W
FLOSS 38-07-47.850N 097-08-39.710W
FLOSY 33-05-01.270N 087-44-59.070W
FLOUN 44-02-22.900N 088-19-01.810W
FLOUR 37-39-43.500N 095-29-15.230W
FLOUT 34-15-27.320N 119-57-11.530W
FLOWR 45-14-57.190N 122-38-34.780W
FLOYD 33-58-34.190N 101-15-36.060W
FLOZY 28-13-13.720N 081-19-11.620W
FLPPR 46-49-52.930N 092-32-55.260W
FLUBB 29-04-55.630N 090-04-29.290W
FLUFF 39-05-07.020N 094-55-49.030W
FLUFY 31-13-08.260N 094-49-30.340W
FLUKE 60-05-45.220N 163-57-57.250W
FLUKY 38-30-23.200N 077-43-45.200W
FLUME 36-51-48.050N 108-25-17.220W
FLUNK 38-59-32.730N 121-00-05.500W
FLUSH 36-50-47.870N 116-20-16.130W
FLUTE 39-42-00.550N 072-11-15.600W
FLUTY 34-43-07.940N 103-37-05.150W
FLUZE 32-50-24.970N 103-01-59.990W
FLYBY 35-36-04.870N 106-34-47.870W
FLYER 30-06-13.910N 098-40-25.560W
FLYES 36-04-33.420N 114-45-33.940W
FLYIN 34-04-51.370N 117-50-54.890W
FLYNT 40-21-00.880N 074-25-52.940W
FLYPI 35-29-46.700N 097-49-29.130W
FNGER 39-06-47.040N 077-35-39.060W
FNGRS 40-37-03.800N 085-16-18.000W
FNUCH 42-14-19.920N 087-37-40.840W
FOBBS 42-20-38.900N 072-37-27.490W
FOBER 42-52-25.680N 083-56-09.780W
FOBES 32-47-42.180N 083-50-59.990W
FOBIA 29-27-30.890N 081-49-29.300W
FOBIS 26-00-43.840N 080-05-14.980W
FOBQU 42-12-23.520N 088-08-45.830W
FOCEY 34-22-54.450N 085-56-53.660W
FOCOC 43-02-11.150N 083-24-24.490W
FOCRU 34-14-42.680N 082-11-37.030W
FOCUS 42-30-00.000N 060-00-00.000W
FOCUZ 39-49-36.360N 074-51-26.330W
FODAK 41-15-41.700N 073-43-42.760W
FODCU 38-59-15.380N 086-28-41.090W
FODGE 29-28-38.560N 095-17-43.940W
FODID 40-48-04.970N 089-32-22.810W
FODSO 38-11-01.230N 084-39-38.610W
FOFEP 42-06-40.500N 094-52-16.320W
FOFFY 25-59-13.960N 080-28-31.280W
FOFIN 32-08-42.000N 080-44-34.200W
FOFWI 39-56-16.400N 083-20-48.190W
FOFXU 34-45-14.580N 080-47-09.730W
FOGEL 36-36-23.710N 107-59-22.750W
FOGFI 43-26-38.140N 092-11-07.400W
FOGGY 34-39-15.490N 120-28-40.580W
FOGLA 33-57-01.730N 118-16-31.750W
FOGLE 36-50-17.990N 104-18-10.140W
FOGON 36-37-54.950N 121-39-57.160W
FOGUP 39-39-42.980N 106-35-42.720W
FOGVA 33-13-07.060N 117-20-49.710W
FOHGO 39-02-43.120N 104-41-07.370W
FOHMA 34-46-53.500N 080-52-40.410W
FOHPU 30-10-29.730N 094-20-51.800W
FOILS 30-41-15.490N 090-12-46.240W
FOJSO 28-11-55.630N 081-36-11.960W
FOJUX 34-45-33.520N 082-45-15.980W
FOKAV 34-07-40.470N 079-22-28.080W
FOLAR 59-52-19.220N 151-17-25.640W
FOLDS 40-44-15.630N 122-30-10.480W
FOLDY 49-03-06.000N 120-42-53.400W
FOLEG 31-20-16.510N 092-33-33.290W
FOLER 40-36-40.070N 073-46-53.450W
FOLES 38-27-54.000N 073-31-25.000W
FOLIO 45-06-24.120N 068-25-15.360W
FOLIS 35-57-42.940N 089-01-03.130W
FOLKS 31-04-49.500N 081-56-37.430W
FOLLI 44-54-48.190N 067-01-08.000W
FOLLY 38-41-31.630N 121-07-29.660W
FOLNY 41-25-47.700N 084-33-42.180W
FOLOM 33-25-27.100N 111-46-49.230W
FOLOX 40-29-13.960N 080-08-45.190W
FOLSO 34-11-24.920N 086-55-14.780W
FOLTZ 36-35-30.820N 119-23-43.280W
